entry_timestamp,symbol,side,entry_price,exit_price,qty,pnl,source,notes
2025-08-05 12:45:00+00:00,NQ,SHORT,23592.25,23620.0,3,-1677.0,backtest,FVG Rejection
2025-08-05 13:10:00+00:00,NQ,SHORT,23584.0,23595.0,3,-672.0,backtest,FVG Rejection
2025-08-05 13:45:00+00:00,NQ,LONG,23613.75,23602.75,3,-672.0,backtest,FVG Rejection
2025-08-05 13:45:00+00:00,NQ,SHORT,23613.75,23546.25,3,4038.0,backtest,FVG Rejection
2025-08-05 13:45:00+00:00,NQ,LONG,23613.75,23604.0,3,-597.0,backtest,FVG Rejection
2025-08-05 13:50:00+00:00,NQ,SHORT,23609.0,23579.0,3,1788.0,backtest,FVG Rejection
2025-08-05 13:50:00+00:00,NQ,LONG,23609.0,23579.0,3,-1812.0,backtest,FVG Rejection
2025-08-05 14:00:00+00:00,NQ,SHORT,23564.5,23573.75,3,-567.0,backtest,FVG Rejection
2025-08-05 14:10:00+00:00,NQ,SHORT,23550.0,23475.0,3,4488.0,backtest,FVG Rejection
2025-08-05 14:10:00+00:00,NQ,SHORT,23550.0,23605.25,3,-3327.0,backtest,FVG Rejection
2025-08-05 14:10:00+00:00,NQ,SHORT,23550.0,23510.0,3,2388.0,backtest,FVG Rejection
2025-08-05 14:25:00+00:00,NQ,SHORT,23493.75,23555.0,3,-3687.0,backtest,FVG Rejection
2025-08-05 14:55:00+00:00,NQ,SHORT,23410.25,23458.75,3,-2922.0,backtest,FVG Rejection
2025-08-05 15:10:00+00:00,NQ,LONG,23412.25,23405.5,3,-417.0,backtest,FVG Rejection
2025-08-05 15:20:00+00:00,NQ,SHORT,23395.75,23412.0,3,-987.0,backtest,FVG Rejection
2025-08-05 15:30:00+00:00,NQ,SHORT,23411.0,23449.0,3,-2292.0,backtest,FVG Rejection
2025-08-05 15:45:00+00:00,NQ,SHORT,23380.25,23392.75,3,-762.0,backtest,FVG Rejection
2025-08-05 15:45:00+00:00,NQ,SHORT,23380.25,23401.5,3,-1287.0,backtest,FVG Rejection
2025-08-05 15:50:00+00:00,NQ,LONG,23371.0,23398.5,3,1638.0,backtest,FVG Rejection
2025-08-05 16:25:00+00:00,NQ,LONG,23424.5,23412.0,3,-762.0,backtest,FVG Rejection
2025-08-05 16:30:00+00:00,NQ,LONG,23441.75,23430.75,3,-672.0,backtest,FVG Rejection
2025-08-05 16:35:00+00:00,NQ,LONG,23421.25,23414.5,3,-417.0,backtest,FVG Rejection
2025-08-05 16:40:00+00:00,NQ,LONG,23396.5,23377.75,3,-1137.0,backtest,FVG Rejection
2025-08-05 16:45:00+00:00,NQ,LONG,23371.25,23397.5,3,1563.0,backtest,FVG Rejection
2025-08-05 16:50:00+00:00,NQ,LONG,23411.75,23473.0,3,3663.0,backtest,FVG Rejection
2025-08-05 16:50:00+00:00,NQ,SHORT,23411.75,23426.25,3,-882.0,backtest,FVG Rejection
2025-08-05 16:50:00+00:00,NQ,SHORT,23411.75,23433.5,3,-1317.0,backtest,FVG Rejection
2025-08-05 17:00:00+00:00,NQ,LONG,23401.0,23368.75,3,-1947.0,backtest,FVG Rejection
2025-08-05 17:15:00+00:00,NQ,LONG,23418.5,23471.0,3,3138.0,backtest,FVG Rejection
2025-08-05 17:30:00+00:00,NQ,LONG,23435.75,23413.5,3,-1347.0,backtest,FVG Rejection
2025-08-05 17:55:00+00:00,NQ,SHORT,23474.25,23363.0,3,6663.0,backtest,FVG Rejection
2025-08-05 17:55:00+00:00,NQ,SHORT,23474.25,23381.75,3,5538.0,backtest,FVG Rejection
2025-08-05 18:00:00+00:00,NQ,LONG,23458.25,23442.25,3,-972.0,backtest,FVG Rejection
2025-08-05 18:05:00+00:00,NQ,LONG,23469.25,23453.75,3,-942.0,backtest,FVG Rejection
2025-08-05 18:15:00+00:00,NQ,LONG,23425.0,23411.5,3,-822.0,backtest,FVG Rejection
2025-08-05 18:20:00+00:00,NQ,LONG,23420.0,23408.5,3,-702.0,backtest,FVG Rejection
2025-08-05 18:30:00+00:00,NQ,LONG,23407.75,23392.75,3,-912.0,backtest,FVG Rejection
2025-08-05 18:45:00+00:00,NQ,SHORT,23377.0,23397.0,3,-1212.0,backtest,FVG Rejection
2025-08-05 19:10:00+00:00,NQ,SHORT,23379.0,23388.25,3,-567.0,backtest,FVG Rejection
2025-08-05 19:30:00+00:00,NQ,SHORT,23394.0,23419.75,3,-1557.0,backtest,FVG Rejection
2025-08-05 19:50:00+00:00,NQ,LONG,23374.25,23349.5,3,-1497.0,backtest,FVG Rejection
2025-08-05 20:00:00+00:00,NQ,SHORT,23372.5,23399.0,3,-1602.0,backtest,FVG Rejection
2025-08-05 20:05:00+00:00,NQ,SHORT,23362.25,23379.25,3,-1032.0,backtest,FVG Rejection
2025-08-05 20:15:00+00:00,NQ,LONG,23383.25,23374.0,3,-567.0,backtest,FVG Rejection
2025-08-05 20:40:00+00:00,NQ,SHORT,23325.0,23285.0,3,2388.0,backtest,FVG Rejection
2025-08-05 22:20:00+00:00,NQ,SHORT,23286.25,23313.25,3,-1632.0,backtest,FVG Rejection
2025-08-05 22:25:00+00:00,NQ,SHORT,23304.25,23334.25,3,-1812.0,backtest,FVG Rejection
2025-08-05 23:50:00+00:00,NQ,LONG,23295.75,23395.75,3,5988.0,backtest,FVG Rejection
2025-08-06 01:05:00+00:00,NQ,LONG,23300.0,23346.25,3,2763.0,backtest,FVG Rejection
2025-08-06 01:35:00+00:00,NQ,SHORT,23334.0,23372.25,3,-2307.0,backtest,FVG Rejection
2025-08-06 01:35:00+00:00,NQ,LONG,23334.0,23436.5,3,6138.0,backtest,FVG Rejection
2025-08-06 01:40:00+00:00,NQ,SHORT,23353.25,23367.25,3,-852.0,backtest,FVG Rejection
2025-08-06 01:50:00+00:00,NQ,LONG,23351.5,23546.5,3,11688.0,backtest,FVG Rejection
2025-08-06 02:05:00+00:00,NQ,LONG,23357.75,23405.25,3,2838.0,backtest,FVG Rejection
2025-08-06 02:45:00+00:00,NQ,LONG,23380.5,23362.5,3,-1092.0,backtest,FVG Rejection
2025-08-06 02:50:00+00:00,NQ,LONG,23375.0,23357.25,3,-1077.0,backtest,FVG Rejection
2025-08-06 03:25:00+00:00,NQ,SHORT,23380.0,23387.75,3,-477.0,backtest,FVG Rejection
2025-08-06 03:25:00+00:00,NQ,LONG,23380.0,23411.25,3,1863.0,backtest,FVG Rejection
2025-08-06 05:25:00+00:00,NQ,LONG,23398.0,23448.0,3,2988.0,backtest,FVG Rejection
2025-08-06 05:35:00+00:00,NQ,SHORT,23415.0,23420.5,3,-342.0,backtest,FVG Rejection
2025-08-06 06:10:00+00:00,NQ,LONG,23414.0,23393.0,3,-1272.0,backtest,FVG Rejection
2025-08-06 06:20:00+00:00,NQ,LONG,23417.0,23447.0,3,1788.0,backtest,FVG Rejection
2025-08-06 06:35:00+00:00,NQ,SHORT,23432.75,23464.5,3,-1917.0,backtest,FVG Rejection
2025-08-06 07:20:00+00:00,NQ,LONG,23425.5,23413.5,3,-732.0,backtest,FVG Rejection
2025-08-06 08:05:00+00:00,NQ,SHORT,23454.5,23355.75,3,5913.0,backtest,FVG Rejection
2025-08-06 08:05:00+00:00,NQ,LONG,23454.5,23443.91,3,-647.37,backtest,Volatility Breakout
2025-08-06 08:05:00+00:00,NQ,LONG,23454.5,23440.25,3,-867.0,backtest,FVG Rejection
2025-08-06 08:40:00+00:00,NQ,LONG,23389.5,23375.0,3,-882.0,backtest,FVG Rejection
2025-08-06 08:40:00+00:00,NQ,LONG,23389.5,23379.5,3,-612.0,backtest,FVG Rejection
2025-08-06 09:00:00+00:00,NQ,SHORT,23395.25,23459.5,3,-3867.0,backtest,FVG Rejection
2025-08-06 09:10:00+00:00,NQ,LONG,23404.75,23391.25,3,-822.0,backtest,FVG Rejection
2025-08-06 09:10:00+00:00,NQ,SHORT,23404.75,23433.25,3,-1722.0,backtest,FVG Rejection
2025-08-06 09:20:00+00:00,NQ,LONG,23392.75,23384.5,3,-507.0,backtest,FVG Rejection
2025-08-06 09:25:00+00:00,NQ,LONG,23384.0,23376.75,3,-447.0,backtest,FVG Rejection
2025-08-06 09:40:00+00:00,NQ,SHORT,23374.0,23380.0,3,-372.0,backtest,FVG Rejection
2025-08-06 10:05:00+00:00,NQ,LONG,23353.0,23346.5,3,-402.0,backtest,FVG Rejection
2025-08-06 10:10:00+00:00,NQ,LONG,23377.25,23369.0,3,-507.0,backtest,FVG Rejection
2025-08-06 10:10:00+00:00,NQ,SHORT,23377.25,23389.0,3,-717.0,backtest,FVG Rejection
2025-08-06 10:10:00+00:00,NQ,LONG,23377.25,23352.75,3,-1482.0,backtest,FVG Rejection
2025-08-06 10:10:00+00:00,NQ,SHORT,23377.25,23393.5,3,-987.0,backtest,FVG Rejection
2025-08-06 10:25:00+00:00,NQ,SHORT,23365.5,23371.75,3,-387.0,backtest,FVG Rejection
2025-08-06 10:25:00+00:00,NQ,LONG,23365.5,23348.0,3,-1062.0,backtest,FVG Rejection
2025-08-06 10:50:00+00:00,NQ,SHORT,23340.25,23369.5,3,-1767.0,backtest,FVG Rejection
2025-08-06 11:00:00+00:00,NQ,SHORT,23387.75,23409.75,3,-1332.0,backtest,FVG Rejection
2025-08-06 11:30:00+00:00,NQ,SHORT,23421.0,23430.0,3,-552.0,backtest,FVG Rejection
2025-08-06 11:30:00+00:00,NQ,LONG,23421.0,23412.0,3,-552.0,backtest,FVG Rejection
2025-08-06 11:35:00+00:00,NQ,LONG,23411.0,23382.75,3,-1707.0,backtest,FVG Rejection
2025-08-06 11:55:00+00:00,NQ,LONG,23407.5,23382.75,3,-1497.0,backtest,FVG Rejection
2025-08-06 12:05:00+00:00,NQ,LONG,23385.75,23638.25,3,15138.0,backtest,FVG Rejection
2025-08-06 12:20:00+00:00,NQ,SHORT,23409.5,23416.0,3,-402.0,backtest,FVG Rejection
2025-08-06 12:20:00+00:00,NQ,SHORT,23409.5,23425.25,3,-957.0,backtest,FVG Rejection
2025-08-06 13:25:00+00:00,NQ,LONG,23401.75,23534.25,3,7938.0,backtest,FVG Rejection
2025-08-06 13:25:00+00:00,NQ,SHORT,23401.75,23409.25,3,-462.0,backtest,FVG Rejection
2025-08-06 13:30:00+00:00,NQ,LONG,23438.0,23427.75,3,-627.0,backtest,FVG Rejection
2025-08-06 13:30:00+00:00,NQ,LONG,23438.0,23420.5,3,-1062.0,backtest,FVG Rejection
2025-08-06 13:30:00+00:00,NQ,LONG,23438.0,23409.0,3,-1752.0,backtest,FVG Rejection
2025-08-06 13:30:00+00:00,NQ,LONG,23438.0,23430.75,3,-447.0,backtest,FVG Rejection
2025-08-06 13:35:00+00:00,NQ,SHORT,23390.5,23400.25,3,-597.0,backtest,FVG Rejection
2025-08-06 13:40:00+00:00,NQ,SHORT,23377.75,23390.75,3,-792.0,backtest,FVG Rejection
2025-08-06 13:40:00+00:00,NQ,SHORT,23377.75,23385.0,3,-447.0,backtest,FVG Rejection
2025-08-06 13:45:00+00:00,NQ,LONG,23456.25,23430.68,3,-1546.29,backtest,Volatility Breakout
2025-08-06 13:50:00+00:00,NQ,LONG,23468.5,23415.61,3,-3185.58,backtest,Trend Following
2025-08-06 13:55:00+00:00,NQ,LONG,23435.25,23674.0,3,14313.0,backtest,FVG Rejection
2025-08-06 13:55:00+00:00,NQ,SHORT,23435.25,23479.25,3,-2652.0,backtest,FVG Rejection
2025-08-06 14:20:00+00:00,NQ,SHORT,23426.75,23505.0,3,-4707.0,backtest,FVG Rejection
2025-08-06 14:30:00+00:00,NQ,SHORT,23416.0,23444.0,3,-1692.0,backtest,FVG Rejection
2025-08-06 14:35:00+00:00,NQ,LONG,23470.75,23464.75,3,-372.0,backtest,FVG Rejection
2025-08-06 14:50:00+00:00,NQ,LONG,23487.0,23763.25,3,16563.0,backtest,FVG Rejection
2025-08-06 15:05:00+00:00,NQ,LONG,23507.5,23635.0,3,7638.0,backtest,FVG Rejection
2025-08-06 15:35:00+00:00,NQ,LONG,23542.25,23658.5,3,6963.0,backtest,FVG Rejection
2025-08-06 15:35:00+00:00,NQ,LONG,23542.25,23628.5,3,5163.0,backtest,FVG Rejection
2025-08-06 15:40:00+00:00,NQ,LONG,23555.5,23608.0,3,3138.0,backtest,FVG Rejection
2025-08-06 15:40:00+00:00,NQ,LONG,23555.5,23820.5,3,15888.0,backtest,FVG Rejection
2025-08-06 15:50:00+00:00,NQ,LONG,23599.25,23820.5,3,13263.0,backtest,FVG Rejection
2025-08-06 16:00:00+00:00,NQ,LONG,23607.5,23788.75,3,10863.0,backtest,FVG Rejection
2025-08-06 16:15:00+00:00,NQ,LONG,23607.0,23591.25,3,-957.0,backtest,FVG Rejection
2025-08-06 16:35:00+00:00,NQ,SHORT,23596.0,23602.25,3,-387.0,backtest,FVG Rejection
2025-08-06 16:35:00+00:00,NQ,SHORT,23596.0,23604.25,3,-507.0,backtest,FVG Rejection
2025-08-06 16:45:00+00:00,NQ,LONG,23594.5,23630.75,3,2163.0,backtest,FVG Rejection
2025-08-06 16:55:00+00:00,NQ,LONG,23603.75,23596.5,3,-447.0,backtest,FVG Rejection
2025-08-06 17:00:00+00:00,NQ,LONG,23605.5,23685.5,3,4788.0,backtest,FVG Rejection
2025-08-06 17:05:00+00:00,NQ,SHORT,23595.75,23601.0,3,-327.0,backtest,FVG Rejection
2025-08-06 17:10:00+00:00,NQ,SHORT,23598.5,23606.25,3,-477.0,backtest,FVG Rejection
2025-08-06 17:30:00+00:00,NQ,LONG,23598.5,23666.0,3,4038.0,backtest,FVG Rejection
2025-08-06 17:55:00+00:00,NQ,SHORT,23598.25,23623.0,3,-1497.0,backtest,FVG Rejection
2025-08-06 18:00:00+00:00,NQ,LONG,23622.0,23729.5,3,6438.0,backtest,FVG Rejection
2025-08-06 18:00:00+00:00,NQ,LONG,23622.0,23734.5,3,6738.0,backtest,FVG Rejection
2025-08-06 18:20:00+00:00,NQ,LONG,23645.75,23627.25,3,-1122.0,backtest,FVG Rejection
2025-08-06 18:30:00+00:00,NQ,LONG,23656.75,23638.75,3,-1092.0,backtest,FVG Rejection
2025-08-06 19:15:00+00:00,NQ,LONG,23655.0,23646.0,3,-552.0,backtest,FVG Rejection
2025-08-06 19:30:00+00:00,NQ,LONG,23667.25,23645.0,3,-1347.0,backtest,FVG Rejection
2025-08-06 19:40:00+00:00,NQ,SHORT,23655.0,23662.75,3,-477.0,backtest,FVG Rejection
2025-08-06 19:50:00+00:00,NQ,SHORT,23644.0,23658.25,3,-867.0,backtest,FVG Rejection
2025-08-06 19:50:00+00:00,NQ,SHORT,23644.0,23665.25,3,-1287.0,backtest,FVG Rejection
2025-08-06 19:55:00+00:00,NQ,SHORT,23652.5,23626.25,3,1563.0,backtest,FVG Rejection
2025-08-06 19:55:00+00:00,NQ,LONG,23652.5,23645.5,3,-432.0,backtest,FVG Rejection
2025-08-06 20:10:00+00:00,NQ,SHORT,23646.5,23656.5,3,-612.0,backtest,FVG Rejection
2025-08-06 20:25:00+00:00,NQ,LONG,23645.0,23634.5,3,-642.0,backtest,FVG Rejection
2025-08-06 20:45:00+00:00,NQ,LONG,23633.0,23625.0,3,-492.0,backtest,FVG Rejection
2025-08-06 20:50:00+00:00,NQ,SHORT,23639.5,23650.0,3,-642.0,backtest,FVG Rejection
2025-08-06 20:55:00+00:00,NQ,SHORT,23640.0,23648.5,3,-522.0,backtest,FVG Rejection
2025-08-06 22:00:00+00:00,NQ,SHORT,23624.25,23637.5,3,-807.0,backtest,FVG Rejection
2025-08-06 22:00:00+00:00,NQ,SHORT,23624.25,23651.5,3,-1647.0,backtest,FVG Rejection
2025-08-06 22:00:00+00:00,NQ,LONG,23624.25,23660.5,3,2163.0,backtest,FVG Rejection
2025-08-06 22:30:00+00:00,NQ,LONG,23699.0,23685.68,3,-811.29,backtest,Volatility Breakout
2025-08-06 22:40:00+00:00,NQ,LONG,23693.0,23820.5,3,7638.0,backtest,FVG Rejection
2025-08-06 22:50:00+00:00,NQ,LONG,23685.0,23835.0,3,8988.0,backtest,FVG Rejection
2025-08-06 23:00:00+00:00,NQ,SHORT,23692.75,23700.75,3,-492.0,backtest,FVG Rejection
2025-08-06 23:10:00+00:00,NQ,LONG,23700.0,23680.0,3,-1212.0,backtest,FVG Rejection
2025-08-07 00:05:00+00:00,NQ,SHORT,23695.5,23705.0,3,-582.0,backtest,FVG Rejection
2025-08-07 00:05:00+00:00,NQ,LONG,23695.5,23734.25,3,2313.0,backtest,FVG Rejection
2025-08-07 00:05:00+00:00,NQ,SHORT,23695.5,23708.0,3,-762.0,backtest,FVG Rejection
2025-08-07 01:05:00+00:00,NQ,LONG,23717.0,23710.0,3,-432.0,backtest,FVG Rejection
2025-08-07 01:05:00+00:00,NQ,LONG,23717.0,23701.75,3,-927.0,backtest,FVG Rejection
2025-08-07 01:20:00+00:00,NQ,LONG,23712.0,23692.0,3,-1212.0,backtest,FVG Rejection
2025-08-07 01:50:00+00:00,NQ,LONG,23731.0,23718.0,3,-792.0,backtest,FVG Rejection
2025-08-07 01:50:00+00:00,NQ,LONG,23731.0,23707.0,3,-1452.0,backtest,FVG Rejection
2025-08-07 02:25:00+00:00,NQ,SHORT,23720.0,23727.0,3,-432.0,backtest,FVG Rejection
2025-08-07 03:05:00+00:00,NQ,SHORT,23721.25,23736.0,3,-897.0,backtest,FVG Rejection
2025-08-07 03:05:00+00:00,NQ,SHORT,23721.25,23736.0,3,-897.0,backtest,FVG Rejection
2025-08-07 04:45:00+00:00,NQ,LONG,23689.75,23787.25,3,5838.0,backtest,FVG Rejection
2025-08-07 04:45:00+00:00,NQ,SHORT,23689.75,23698.0,3,-507.0,backtest,FVG Rejection
2025-08-07 04:45:00+00:00,NQ,LONG,23689.75,23763.5,3,4413.0,backtest,FVG Rejection
2025-08-07 04:55:00+00:00,NQ,SHORT,23697.5,23714.75,3,-1047.0,backtest,FVG Rejection
2025-08-07 04:55:00+00:00,NQ,LONG,23697.5,23690.5,3,-432.0,backtest,FVG Rejection
2025-08-07 05:15:00+00:00,NQ,SHORT,23692.25,23702.5,3,-627.0,backtest,FVG Rejection
2025-08-07 05:25:00+00:00,NQ,SHORT,23698.0,23707.75,3,-597.0,backtest,FVG Rejection
2025-08-07 05:50:00+00:00,NQ,SHORT,23711.25,23726.25,3,-912.0,backtest,FVG Rejection
2025-08-07 06:00:00+00:00,NQ,LONG,23720.5,23715.0,3,-342.0,backtest,FVG Rejection
2025-08-07 06:05:00+00:00,NQ,LONG,23715.5,23819.25,3,6213.0,backtest,FVG Rejection
2025-08-07 06:05:00+00:00,NQ,SHORT,23715.5,23724.75,3,-567.0,backtest,FVG Rejection
2025-08-07 06:15:00+00:00,NQ,LONG,23707.5,23780.0,3,4338.0,backtest,FVG Rejection
2025-08-07 07:15:00+00:00,NQ,SHORT,23736.5,23742.75,3,-387.0,backtest,FVG Rejection
2025-08-07 07:25:00+00:00,NQ,LONG,23715.0,23758.75,3,2613.0,backtest,FVG Rejection
2025-08-07 07:25:00+00:00,NQ,LONG,23715.0,23777.5,3,3738.0,backtest,FVG Rejection
2025-08-07 07:25:00+00:00,NQ,SHORT,23715.0,23720.5,3,-342.0,backtest,FVG Rejection
2025-08-07 07:45:00+00:00,NQ,SHORT,23734.75,23741.5,3,-417.0,backtest,FVG Rejection
2025-08-07 08:15:00+00:00,NQ,LONG,23766.5,23729.75,3,-2217.0,backtest,FVG Rejection
2025-08-07 10:30:00+00:00,NQ,LONG,23834.5,23863.25,3,1713.0,backtest,FVG Rejection
2025-08-07 10:30:00+00:00,NQ,LONG,23834.5,23821.0,3,-822.0,backtest,FVG Rejection
2025-08-07 10:35:00+00:00,NQ,LONG,23843.75,23835.5,3,-507.0,backtest,FVG Rejection
2025-08-07 10:40:00+00:00,NQ,SHORT,23836.0,23847.25,3,-687.0,backtest,FVG Rejection
2025-08-07 11:00:00+00:00,NQ,LONG,23853.5,23831.0,3,-1362.0,backtest,FVG Rejection
2025-08-07 11:15:00+00:00,NQ,LONG,23853.75,23838.75,3,-912.0,backtest,FVG Rejection
2025-08-07 11:35:00+00:00,NQ,LONG,23810.0,23778.25,3,-1917.0,backtest,FVG Rejection
2025-08-07 11:35:00+00:00,NQ,LONG,23810.0,23885.0,3,4488.0,backtest,FVG Rejection
2025-08-07 11:40:00+00:00,NQ,SHORT,23837.0,23852.25,3,-927.0,backtest,FVG Rejection
2025-08-07 11:40:00+00:00,NQ,LONG,23837.0,23817.0,3,-1212.0,backtest,FVG Rejection
2025-08-07 11:40:00+00:00,NQ,LONG,23837.0,23829.5,3,-462.0,backtest,FVG Rejection
2025-08-07 12:30:00+00:00,NQ,SHORT,23838.0,23844.0,3,-372.0,backtest,FVG Rejection
2025-08-07 12:45:00+00:00,NQ,SHORT,23839.25,23856.25,3,-1032.0,backtest,FVG Rejection
2025-08-07 12:55:00+00:00,NQ,SHORT,23830.0,23838.25,3,-507.0,backtest,FVG Rejection
2025-08-07 12:55:00+00:00,NQ,LONG,23830.0,23810.0,3,-1212.0,backtest,FVG Rejection
2025-08-07 13:00:00+00:00,NQ,LONG,23847.25,23833.0,3,-867.0,backtest,FVG Rejection
2025-08-07 13:00:00+00:00,NQ,SHORT,23847.25,23854.0,3,-417.0,backtest,FVG Rejection
2025-08-07 13:25:00+00:00,NQ,LONG,23822.0,23873.25,3,3063.0,backtest,FVG Rejection
2025-08-07 13:30:00+00:00,NQ,LONG,23859.0,23828.0,3,-1872.0,backtest,FVG Rejection
2025-08-07 13:40:00+00:00,NQ,SHORT,23841.25,23815.0,3,1563.0,backtest,FVG Rejection
2025-08-07 13:40:00+00:00,NQ,LONG,23841.25,23817.0,3,-1467.0,backtest,FVG Rejection
2025-08-07 13:45:00+00:00,NQ,SHORT,23830.0,23844.25,3,-867.0,backtest,FVG Rejection
2025-08-07 13:45:00+00:00,NQ,LONG,23830.0,23811.0,3,-1152.0,backtest,FVG Rejection
2025-08-07 13:55:00+00:00,NQ,LONG,23883.0,23863.3,3,-1193.79,backtest,Volatility Breakout
2025-08-07 14:05:00+00:00,NQ,LONG,23848.75,23831.75,3,-1032.0,backtest,FVG Rejection
2025-08-07 14:10:00+00:00,NQ,SHORT,23839.0,23849.0,3,-612.0,backtest,FVG Rejection
2025-08-07 14:15:00+00:00,NQ,SHORT,23840.0,23686.25,3,9213.0,backtest,FVG Rejection
2025-08-07 14:20:00+00:00,NQ,LONG,23804.0,23775.75,3,-1707.0,backtest,FVG Rejection
2025-08-07 14:30:00+00:00,NQ,LONG,23797.5,23768.25,3,-1767.0,backtest,FVG Rejection
2025-08-07 14:30:00+00:00,NQ,LONG,23797.5,23765.0,3,-1962.0,backtest,FVG Rejection
2025-08-07 14:35:00+00:00,NQ,SHORT,23802.25,23634.75,3,10038.0,backtest,FVG Rejection
2025-08-07 14:55:00+00:00,NQ,LONG,23762.25,23745.0,3,-1047.0,backtest,FVG Rejection
