strategy,entry_time,exit_time,side,entry_price,stop_price,target_price,exit_reason,pnl_points,pnl_dollars_1x,result,entry_price_nq,exit_price_nq,entry_price_es,exit_price_es,hedge_ratio,pnl_dollars_3x,pnl_dollars_5x
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 11:20:00+00:00,,SHORT,24811.25,24817.0,24804.35,,,134.0,WIN,,,,,,402.0,670.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 11:25:00+00:00,,SHORT,24796.75,24803.25,24788.95,,,-134.0,LOSS,,,,,,-402.0,-670.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 11:35:00+00:00,,LONG,24766.0,24754.25,24780.1,,,278.0,WIN,,,,,,834.0,1390.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 11:40:00+00:00,,SHORT,24774.25,24796.25,24747.85,,,-444.0,LOSS,,,,,,-1332.0,-2220.0
Trend Following,2025-11-18 12:00:00+00:00,2025-11-18 14:30:00+00:00,SHORT,24736.75,24794.0,24565.0,STOP,-57.25,-1149.0,LOSS,,,,,,-3447.0,-5745.0
Volatility Breakout,2025-11-18 12:00:00+00:00,2025-11-18 12:55:00+00:00,SHORT,24736.75,24765.38,24665.19,TARGET,71.56,1427.25,WIN,,,,,,4281.75,7136.25
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 12:10:00+00:00,,SHORT,24709.0,24716.5,24700.0,,,-154.0,LOSS,,,,,,-462.0,-770.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 12:15:00+00:00,,SHORT,24762.5,24788.75,24731.0,,,626.0,WIN,,,,,,1878.0,3130.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 12:55:00+00:00,,LONG,24692.5,24633.5,24763.3,,,1412.0,WIN,,,,,,4236.0,7060.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 13:15:00+00:00,,LONG,24730.0,24699.5,24766.6,,,728.0,WIN,,,,,,2184.0,3640.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 13:25:00+00:00,,SHORT,24713.25,24723.75,24700.65,,,-214.0,LOSS,,,,,,-642.0,-1070.0
Volatility Breakout,2025-11-18 14:40:00+00:00,2025-11-18 14:45:00+00:00,SHORT,24655.75,24706.18,24529.68,STOP,-50.43,-1012.57,LOSS,,,,,,-3037.71,-5062.85
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 14:45:00+00:00,,SHORT,24623.0,24651.5,24588.8,,,680.0,WIN,,,,,,2040.0,3400.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 15:05:00+00:00,,SHORT,24543.25,24573.0,24507.55,,,710.0,WIN,,,,,,2130.0,3550.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 15:20:00+00:00,,SHORT,24555.75,24620.75,24477.75,,,1556.0,WIN,,,,,,4668.0,7780.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 15:40:00+00:00,,SHORT,24497.0,24543.0,24441.8,,,1100.0,WIN,,,,,,3300.0,5500.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 16:15:00+00:00,,LONG,24549.25,24529.0,24573.55,,,482.0,WIN,,,,,,1446.0,2410.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 16:15:00+00:00,,LONG,24549.25,24468.25,24646.45,,,1940.0,WIN,,,,,,5820.0,9700.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 16:35:00+00:00,,SHORT,24642.0,24650.5,24631.8,,,-174.0,LOSS,,,,,,-522.0,-870.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 16:35:00+00:00,,LONG,24642.0,24600.75,24691.5,,,986.0,WIN,,,,,,2958.0,4930.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 17:15:00+00:00,,LONG,24588.25,24560.5,24621.55,,,662.0,WIN,,,,,,1986.0,3310.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 19:55:00+00:00,,LONG,24775.5,24720.5,24841.5,,,-1104.0,LOSS,,,,,,-3312.0,-5520.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 20:15:00+00:00,,SHORT,24709.0,24741.75,24669.7,,,782.0,WIN,,,,,,2346.0,3910.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 20:25:00+00:00,,LONG,24694.75,24640.25,24760.15,,,-1094.0,LOSS,,,,,,-3282.0,-5470.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 20:30:00+00:00,,SHORT,24659.5,24708.75,24600.4,,,1178.0,WIN,,,,,,3534.0,5890.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 20:45:00+00:00,,LONG,24625.25,24543.0,24723.95,,,-1649.0,LOSS,,,,,,-4947.0,-8245.0
Trend Following,2025-11-18 21:00:00+00:00,2025-11-19 01:55:00+00:00,SHORT,24559.75,24692.56,24241.0,TIME_EXIT,8.75,171.0,WIN,,,,,,513.0,855.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 21:00:00+00:00,,SHORT,24559.75,24578.5,24537.25,,,-379.0,LOSS,,,,,,-1137.0,-1895.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 21:25:00+00:00,,SHORT,24546.75,24559.0,24532.05,,,290.0,WIN,,,,,,870.0,1450.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 23:05:00+00:00,,SHORT,24583.5,24631.5,24525.9,,,-964.0,LOSS,,,,,,-2892.0,-4820.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 23:10:00+00:00,,LONG,24587.25,24541.5,24642.15,,,-919.0,LOSS,,,,,,-2757.0,-4595.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 23:40:00+00:00,,LONG,24608.75,24603.0,24615.65,,,-119.0,LOSS,,,,,,-357.0,-595.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-18 23:45:00+00:00,,SHORT,24588.25,24616.25,24554.65,,,668.0,WIN,,,,,,2004.0,3340.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 00:10:00+00:00,,SHORT,24541.0,24590.5,24481.6,,,-994.0,LOSS,,,,,,-2982.0,-4970.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 01:15:00+00:00,,SHORT,24550.25,24557.5,24541.55,,,-149.0,LOSS,,,,,,-447.0,-745.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 01:30:00+00:00,,LONG,24596.25,24550.75,24650.85,,,-914.0,LOSS,,,,,,-2742.0,-4570.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 01:55:00+00:00,,LONG,24551.0,24533.25,24572.3,,,422.0,WIN,,,,,,1266.0,2110.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 02:15:00+00:00,,LONG,24602.75,24589.5,24618.65,,,314.0,WIN,,,,,,942.0,1570.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 03:10:00+00:00,,LONG,24618.0,24604.75,24633.9,,,-269.0,LOSS,,,,,,-807.0,-1345.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 03:15:00+00:00,,LONG,24581.75,24553.5,24615.65,,,-569.0,LOSS,,,,,,-1707.0,-2845.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 03:25:00+00:00,,SHORT,24594.25,24621.5,24561.55,,,650.0,WIN,,,,,,1950.0,3250.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 03:35:00+00:00,,SHORT,24567.75,24575.25,24558.75,,,-154.0,LOSS,,,,,,-462.0,-770.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 03:55:00+00:00,,SHORT,24542.75,24566.25,24514.55,,,560.0,WIN,,,,,,1680.0,2800.0
Trend Following,2025-11-19 04:25:00+00:00,2025-11-19 07:05:00+00:00,SHORT,24544.0,24591.14,24402.57,STOP,-47.14,-946.86,LOSS,,,,,,-2840.58,-4734.3
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 04:55:00+00:00,,SHORT,24522.0,24538.25,24502.5,,,-329.0,LOSS,,,,,,-987.0,-1645.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 06:00:00+00:00,,LONG,24538.25,24483.75,24603.65,,,1304.0,WIN,,,,,,3912.0,6520.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 06:50:00+00:00,,SHORT,24549.5,24555.25,24542.6,,,-119.0,LOSS,,,,,,-357.0,-595.0
Volatility Breakout,2025-11-19 07:05:00+00:00,2025-11-19 07:30:00+00:00,LONG,24607.5,24583.05,24668.62,STOP,-24.45,-492.93,LOSS,,,,,,-1478.79,-2464.65
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 07:10:00+00:00,,SHORT,24601.75,24632.5,24564.85,,,-619.0,LOSS,,,,,,-1857.0,-3095.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 07:15:00+00:00,,LONG,24601.0,24577.0,24629.8,,,-484.0,LOSS,,,,,,-1452.0,-2420.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 07:30:00+00:00,,LONG,24606.5,24553.5,24670.1,,,1268.0,WIN,,,,,,3804.0,6340.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 08:40:00+00:00,,LONG,24614.5,24585.5,24649.3,,,-584.0,LOSS,,,,,,-1752.0,-2920.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 08:45:00+00:00,,SHORT,24614.0,24631.25,24593.3,,,410.0,WIN,,,,,,1230.0,2050.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 08:50:00+00:00,,SHORT,24592.75,24603.0,24580.45,,,-209.0,LOSS,,,,,,-627.0,-1045.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 09:10:00+00:00,,LONG,24633.75,24615.5,24655.65,,,434.0,WIN,,,,,,1302.0,2170.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 09:35:00+00:00,,LONG,24623.5,24601.25,24650.2,,,530.0,WIN,,,,,,1590.0,2650.0
Volatility Breakout,2025-11-19 09:50:00+00:00,2025-11-19 13:10:00+00:00,LONG,24675.75,24652.12,24734.81,STOP,-23.62,-476.5,LOSS,,,,,,-1429.5,-2382.5
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 10:00:00+00:00,,LONG,24680.5,24657.0,24708.7,,,560.0,WIN,,,,,,1680.0,2800.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 10:30:00+00:00,,LONG,24684.25,24672.25,24698.65,,,284.0,WIN,,,,,,852.0,1420.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 10:35:00+00:00,,LONG,24692.25,24680.0,24706.95,,,-249.0,LOSS,,,,,,-747.0,-1245.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 12:00:00+00:00,,SHORT,24687.5,24714.0,24655.7,,,-534.0,LOSS,,,,,,-1602.0,-2670.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 12:20:00+00:00,,LONG,24700.5,24686.5,24717.3,,,-284.0,LOSS,,,,,,-852.0,-1420.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 12:30:00+00:00,,LONG,24717.25,24703.5,24733.75,,,-279.0,LOSS,,,,,,-837.0,-1395.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 12:50:00+00:00,,LONG,24704.5,24698.25,24712.0,,,-129.0,LOSS,,,,,,-387.0,-645.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 13:10:00+00:00,,LONG,24652.0,24642.25,24663.7,,,230.0,WIN,,,,,,690.0,1150.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 13:10:00+00:00,,LONG,24652.0,24625.0,24684.4,,,644.0,WIN,,,,,,1932.0,3220.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 13:15:00+00:00,,SHORT,24665.75,24700.25,24624.35,,,-694.0,LOSS,,,,,,-2082.0,-3470.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 13:15:00+00:00,,SHORT,24665.75,24675.25,24654.35,,,224.0,WIN,,,,,,672.0,1120.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 13:35:00+00:00,,LONG,24672.25,24666.25,24679.45,,,-124.0,LOSS,,,,,,-372.0,-620.0
Volatility Breakout,2025-11-19 14:05:00+00:00,2025-11-19 14:35:00+00:00,SHORT,24630.75,24655.11,24569.86,STOP,-24.36,-491.14,LOSS,,,,,,-1473.42,-2455.7
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 14:20:00+00:00,,SHORT,24639.5,24662.0,24612.5,,,536.0,WIN,,,,,,1608.0,2680.0
Trend Following,2025-11-19 15:00:00+00:00,2025-11-19 15:50:00+00:00,LONG,24923.0,24847.28,25225.89,STOP,-75.72,-1518.46,LOSS,,,,,,-4555.38,-7592.3
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 15:10:00+00:00,,LONG,24942.25,24898.75,24994.45,,,-874.0,LOSS,,,,,,-2622.0,-4370.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 15:45:00+00:00,,LONG,24864.25,24840.0,24893.35,,,-489.0,LOSS,,,,,,-1467.0,-2445.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 15:50:00+00:00,,LONG,24819.75,24774.5,24874.05,,,-909.0,LOSS,,,,,,-2727.0,-4545.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 16:05:00+00:00,,LONG,24736.75,24690.0,24792.85,,,-939.0,LOSS,,,,,,-2817.0,-4695.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 16:15:00+00:00,,SHORT,24721.25,24760.75,24673.85,,,944.0,WIN,,,,,,2832.0,4720.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 16:25:00+00:00,,LONG,24706.25,24649.5,24774.35,,,-1139.0,LOSS,,,,,,-3417.0,-5695.0
Trend Following,2025-11-19 17:10:00+00:00,2025-11-19 19:20:00+00:00,SHORT,24611.75,24725.64,24270.07,TIME_EXIT,-26.0,-524.0,LOSS,,,,,,-1572.0,-2620.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 17:55:00+00:00,,SHORT,24635.25,24668.5,24595.35,,,-669.0,LOSS,,,,,,-2007.0,-3345.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 19:00:00+00:00,,LONG,24658.0,24632.0,24689.2,,,-524.0,LOSS,,,,,,-1572.0,-2620.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 19:35:00+00:00,,SHORT,24578.75,24586.0,24570.05,,,-149.0,LOSS,,,,,,-447.0,-745.0
Trend Following,2025-11-19 20:15:00+00:00,2025-11-19 20:50:00+00:00,LONG,24787.0,24694.04,25065.89,STOP,-92.96,-1863.29,LOSS,,,,,,-5589.87,-9316.45
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 20:15:00+00:00,,SHORT,24787.0,24809.5,24760.0,,,536.0,WIN,,,,,,1608.0,2680.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 20:35:00+00:00,,SHORT,24790.0,24867.75,24696.7,,,1862.0,WIN,,,,,,5586.0,9310.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 20:45:00+00:00,,LONG,24705.25,24678.5,24737.35,,,-539.0,LOSS,,,,,,-1617.0,-2695.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 20:50:00+00:00,,LONG,24733.25,24704.0,24768.35,,,-589.0,LOSS,,,,,,-1767.0,-2945.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 21:20:00+00:00,,SHORT,24834.25,24894.5,24761.95,,,-1209.0,LOSS,,,,,,-3627.0,-6045.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 21:35:00+00:00,,SHORT,24905.75,24929.5,24877.25,,,-479.0,LOSS,,,,,,-1437.0,-2395.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 21:50:00+00:00,,LONG,24949.75,24942.5,24958.45,,,170.0,WIN,,,,,,510.0,850.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-19 23:25:00+00:00,,LONG,25046.0,25024.0,25072.4,,,524.0,WIN,,,,,,1572.0,2620.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 00:55:00+00:00,,LONG,25128.5,25100.5,25162.1,,,668.0,WIN,,,,,,2004.0,3340.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 01:05:00+00:00,,LONG,25136.75,25124.75,25151.15,,,-244.0,LOSS,,,,,,-732.0,-1220.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 01:10:00+00:00,,SHORT,25113.0,25137.0,25084.2,,,-484.0,LOSS,,,,,,-1452.0,-2420.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 01:35:00+00:00,,LONG,25148.5,25136.25,25163.2,,,-249.0,LOSS,,,,,,-747.0,-1245.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 02:15:00+00:00,,SHORT,25142.5,25156.5,25125.7,,,-284.0,LOSS,,,,,,-852.0,-1420.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 02:40:00+00:00,,LONG,25149.5,25137.0,25164.5,,,296.0,WIN,,,,,,888.0,1480.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 03:10:00+00:00,,LONG,25180.5,25165.5,25198.5,,,-304.0,LOSS,,,,,,-912.0,-1520.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 04:45:00+00:00,,LONG,25181.5,25170.5,25194.7,,,260.0,WIN,,,,,,780.0,1300.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 05:10:00+00:00,,LONG,25189.0,25183.25,25195.9,,,134.0,WIN,,,,,,402.0,670.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 05:35:00+00:00,,SHORT,25181.0,25192.75,25166.9,,,278.0,WIN,,,,,,834.0,1390.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 06:05:00+00:00,,SHORT,25167.5,25178.25,25154.6,,,254.0,WIN,,,,,,762.0,1270.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 06:50:00+00:00,,LONG,25177.25,25156.25,25202.45,,,500.0,WIN,,,,,,1500.0,2500.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 06:50:00+00:00,,LONG,25177.25,25149.75,25210.25,,,-554.0,LOSS,,,,,,-1662.0,-2770.0
Volatility Breakout,2025-11-20 07:15:00+00:00,2025-11-20 07:40:00+00:00,LONG,25191.25,25172.8,25237.37,STOP,-18.45,-372.93,LOSS,,,,,,-1118.79,-1864.65
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 07:50:00+00:00,,SHORT,25147.25,25160.25,25131.65,,,308.0,WIN,,,,,,924.0,1540.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 08:05:00+00:00,,SHORT,25161.75,25178.5,25141.65,,,398.0,WIN,,,,,,1194.0,1990.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 08:45:00+00:00,,SHORT,25164.75,25193.25,25130.55,,,680.0,WIN,,,,,,2040.0,3400.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 09:25:00+00:00,,SHORT,25074.75,25131.0,25007.25,,,-1129.0,LOSS,,,,,,-3387.0,-5645.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 09:35:00+00:00,,SHORT,25083.0,25107.75,25053.3,,,590.0,WIN,,,,,,1770.0,2950.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 11:05:00+00:00,,LONG,25083.5,25071.25,25098.2,,,290.0,WIN,,,,,,870.0,1450.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 11:10:00+00:00,,SHORT,25086.25,25113.75,25053.25,,,656.0,WIN,,,,,,1968.0,3280.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 11:25:00+00:00,,LONG,25066.25,25044.5,25092.35,,,518.0,WIN,,,,,,1554.0,2590.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 11:35:00+00:00,,LONG,25115.5,25103.0,25130.5,,,296.0,WIN,,,,,,888.0,1480.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 11:45:00+00:00,,LONG,25086.25,25063.25,25113.85,,,-464.0,LOSS,,,,,,-1392.0,-2320.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 11:50:00+00:00,,SHORT,25068.75,25074.25,25062.15,,,-114.0,LOSS,,,,,,-342.0,-570.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 12:00:00+00:00,,SHORT,25069.25,25114.0,25015.55,,,-899.0,LOSS,,,,,,-2697.0,-4495.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 12:30:00+00:00,,LONG,25114.25,25092.0,25140.95,,,530.0,WIN,,,,,,1590.0,2650.0
Trend Following,2025-11-20 12:50:00+00:00,2025-11-20 15:35:00+00:00,LONG,25147.25,25095.32,25303.04,TARGET,155.79,3111.71,WIN,,,,,,9335.13,15558.55
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 12:50:00+00:00,,SHORT,25147.25,25155.25,25137.65,,,-164.0,LOSS,,,,,,-492.0,-820.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 12:55:00+00:00,,SHORT,25156.25,25162.0,25149.35,,,-119.0,LOSS,,,,,,-357.0,-595.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 13:15:00+00:00,,LONG,25148.5,25138.5,25160.5,,,-204.0,LOSS,,,,,,-612.0,-1020.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 13:20:00+00:00,,LONG,25135.25,25126.25,25146.05,,,-184.0,LOSS,,,,,,-552.0,-920.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 13:30:00+00:00,,LONG,25187.25,25145.0,25237.95,,,1010.0,WIN,,,,,,3030.0,5050.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 13:40:00+00:00,,LONG,25197.25,25139.25,25266.85,,,1388.0,WIN,,,,,,4164.0,6940.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 13:55:00+00:00,,LONG,25229.5,25202.25,25262.2,,,-549.0,LOSS,,,,,,-1647.0,-2745.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 14:20:00+00:00,,SHORT,25207.5,25227.5,25183.5,,,-404.0,LOSS,,,,,,-1212.0,-2020.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 15:15:00+00:00,,SHORT,25218.25,25258.5,25169.95,,,-809.0,LOSS,,,,,,-2427.0,-4045.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 16:00:00+00:00,,SHORT,25098.75,25160.5,25024.65,,,1478.0,WIN,,,,,,4434.0,7390.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 16:00:00+00:00,,SHORT,25098.75,25149.5,25037.85,,,1214.0,WIN,,,,,,3642.0,6070.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 16:10:00+00:00,,SHORT,25010.75,25055.0,24957.65,,,1058.0,WIN,,,,,,3174.0,5290.0
Trend Following,2025-11-20 16:25:00+00:00,2025-11-20 16:55:00+00:00,SHORT,24905.0,25027.36,24537.93,TARGET,367.07,7337.43,WIN,,,,,,22012.29,36687.15
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 16:25:00+00:00,,SHORT,24905.0,25010.25,24778.7,,,2522.0,WIN,,,,,,7566.0,12610.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 18:15:00+00:00,,LONG,24510.0,24458.25,24572.1,,,-1039.0,LOSS,,,,,,-3117.0,-5195.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 18:55:00+00:00,,SHORT,24278.75,24340.25,24204.95,,,-1234.0,LOSS,,,,,,-3702.0,-6170.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 19:25:00+00:00,,SHORT,24347.5,24362.0,24330.1,,,344.0,WIN,,,,,,1032.0,1720.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 19:55:00+00:00,,SHORT,24396.5,24410.0,24380.3,,,320.0,WIN,,,,,,960.0,1600.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 20:50:00+00:00,,SHORT,24139.5,24182.0,24088.5,,,-854.0,LOSS,,,,,,-2562.0,-4270.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 23:00:00+00:00,,SHORT,24084.25,24114.75,24047.65,,,728.0,WIN,,,,,,2184.0,3640.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 23:00:00+00:00,,SHORT,24084.25,24096.25,24069.85,,,284.0,WIN,,,,,,852.0,1420.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-20 23:35:00+00:00,,LONG,24113.5,24075.0,24159.7,,,920.0,WIN,,,,,,2760.0,4600.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-21 00:40:00+00:00,,SHORT,24185.0,24253.75,24102.5,,,1646.0,WIN,,,,,,4938.0,8230.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-21 01:40:00+00:00,,SHORT,24214.75,24220.75,24207.55,,,-124.0,LOSS,,,,,,-372.0,-620.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-21 01:40:00+00:00,,LONG,24214.75,24207.0,24224.05,,,182.0,WIN,,,,,,546.0,910.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-21 02:10:00+00:00,,LONG,24166.75,24147.75,24189.55,,,452.0,WIN,,,,,,1356.0,2260.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-21 02:15:00+00:00,,SHORT,24186.0,24204.25,24164.1,,,-369.0,LOSS,,,,,,-1107.0,-1845.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-21 03:10:00+00:00,,SHORT,24182.75,24195.0,24168.05,,,290.0,WIN,,,,,,870.0,1450.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-21 03:50:00+00:00,,LONG,24203.25,24185.0,24225.15,,,-369.0,LOSS,,,,,,-1107.0,-1845.0
Trend Following,2025-11-21 04:10:00+00:00,2025-11-21 06:20:00+00:00,SHORT,24181.5,24228.54,24040.39,TIME_EXIT,6.0,116.0,WIN,,,,,,348.0,580.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-21 05:05:00+00:00,,LONG,24180.75,24140.0,24229.65,,,-819.0,LOSS,,,,,,-2457.0,-4095.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-21 06:05:00+00:00,,SHORT,24148.0,24169.25,24122.5,,,-429.0,LOSS,,,,,,-1287.0,-2145.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-21 06:05:00+00:00,,SHORT,24148.0,24160.5,24133.0,,,-254.0,LOSS,,,,,,-762.0,-1270.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-21 06:15:00+00:00,,SHORT,24160.75,24186.0,24130.45,,,602.0,WIN,,,,,,1806.0,3010.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-21 07:40:00+00:00,,SHORT,24152.5,24181.0,24118.3,,,680.0,WIN,,,,,,2040.0,3400.0
Trend Following,2025-11-21 07:45:00+00:00,2025-11-21 08:05:00+00:00,SHORT,24086.0,24144.07,23911.79,STOP,-58.07,-1165.43,LOSS,,,,,,-3496.29,-5827.15
Volatility Breakout,2025-11-21 07:45:00+00:00,2025-11-21 07:50:00+00:00,SHORT,24086.0,24115.04,24013.41,STOP,-29.04,-584.71,LOSS,,,,,,-1754.13,-2923.55
"FVG Rejection (1.2R, WR-optimized)",2025-11-21 08:15:00+00:00,,SHORT,24133.5,24151.0,24112.5,,,-354.0,LOSS,,,,,,-1062.0,-1770.0
"FVG Rejection (1.2R, WR-optimized)",2025-11-21 08:15:00+00:00,,LONG,24133.5,24105.0,24167.7,,,680.0,WIN,,,,,,2040.0,3400.0
